Date,Article Class,Article Titles,List of Article Author Names,First Author,Last Author
2021-Dec,Case Report,An accessory iliotibial band insertion: a unique anatomical variant,"Ramanan Rajakulasingam,Ruth A. R. Green,Asif Saifuddin",Ramanan Rajakulasingam,Asif Saifuddin
2021-Dec,Scientific Article,Association between lumbosacral transitional vertebrae and spinal pathologies based on T2 whole-spine sagittal magnetic resonance imaging,"Oded Rabau,Yossi Smorgick,Yoram Anekstein",Oded Rabau,Yoram Anekstein
2021-Dec,Scientific Article,Diagnostic contribution of contrast-enhanced 3D MR imaging of peripheral nerve pathology,"Swati Deshmukh,Kyle Tegtmeyer,Jonathan Samet",Swati Deshmukh,Jonathan Samet
2021-Dec,Scientific Article,A comprehensive analysis of authorship trends in Skeletal Radiology since inception from 1976 to 2020,"Alexander L. Hsu,Marcus Konner,Robert D. Irish",Alexander L. Hsu,Robert D. Irish
2021-Dec,Scientific Article,"Correlation between Hounsfield unit derived from head, thorax, abdomen, spine and pelvis CT and t-scores from DXA","Mohamad Farhan Mohamad Amin,Wan Mezlina Wan Zakaria,Noorazrul Yahya",Mohamad Farhan Mohamad Amin,Noorazrul Yahya
2021-Dec,Letter to the Editor,Utilising CT data for assessing bone density,"Joseph C. Lee,Nikita Patel",Joseph C. Lee,Nikita Patel
2021-Dec,Letter to the editor,"Reply to “Comment on ‘Correlation between Hounsfield unit derived from head, thorax, abdomen, spine and pelvis CT and t-scores from DXA’”","Noorazrul Yahya,Mohamad Farhan Mohamad Amin,Wan Mezlina Wan Zakaria",Noorazrul Yahya,Wan Mezlina Wan Zakaria
2021-Dec,Technical Report,Ultrasound-guided release of post-arthroscopy extra-articular hip adhesions in femoroacetabular impingement: a novel technique,"Santhosh M V Reddy,Olufemi Ayeni,Hema N Choudur",Santhosh M V Reddy,Hema N Choudur
2021-Dec,Test Yourself: Question,Test Yourself Question: Right knee pain following prolonged standing,"Pedro Morgan Loureiro Miguelote,Leonardo Hoehl Carneiro,Diogo Goulart Corrêa",Pedro Morgan Loureiro Miguelote,Diogo Goulart Corrêa
2021-Dec,Review Article,Telangiectatic soft tissue sarcoma and chronic expanding haematoma: a comparative review of MRI features,"William Tilden,Asif Saifuddin",William Tilden,Asif Saifuddin
2021-Dec,Test Yourself: Answer,Test Yourself Answer: right knee pain following prolonged standing,"Pedro Morgan Loureiro Miguelote,Leonardo Hoehl Carneiro,Diogo Goulart Corrêa",Pedro Morgan Loureiro Miguelote,Diogo Goulart Corrêa
2021-Dec,Announcement,2020 Award Winning Papers,,,
2021-Dec,Browser Notes,Browser Notes,,,
2021-Dec,Scientific Article,Observer agreement in the choice of lumbar spine injection for pain management,"Rene Balza,Sarah F. Mercaldo,William E. Palmer",Rene Balza,William E. Palmer
2021-Dec,Review Article,Emerging role of integrated PET-MRI in osteoarthritis,"Amarnath Jena,Sangeeta Taneja,Raju Vaishya",Amarnath Jena,Raju Vaishya
